[00:01:31]: [Myth-Viet-Scanner] ===== BẮT ĐẦU SCAN =====	
[00:01:32]: [Myth-Viet-Scanner] ----- CHINESE (6281) -----	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.MINISIGN.UNDRAWN = 妾身应该在那上面画些东西。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.ACTIONFAIL.USEITEMON.BEEF_BELL_HAS_BEEF_ALREADY = 妾身不需要那麽多的蠢牛。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.KLAUSSACKKEY = 对一个鹿角来说这真是太花俏了。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.MADAMEWEB_SPIDER_WARRIOR = 打不过...还是跑吧...	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.BERRYBUSH_JUICY.BARREN = 若不施肥，它长不出浆果。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.ANNOUNCE_LIGHTNING_DAMAGE_AVOIDED = 躲过了那可怕的天劫！	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.WORTOX.DESCRIBE.MYTH_CQF = 灵魂离体？你想让我现在就去地狱吗？	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.DRAGONFRUIT = 好奇怪的水果。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.MYTH_GRANARY = 我要把它装的满满的	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.ROPE = 一种短绳。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.PIGSY_HAT = 平凡无奇	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.MYTH_FOOD_TR = 嗅起来香甜可口	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.PUMPKINCOOKIE = 漂亮的南瓜饼！	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.MK_BATTLE_FLAG = 旌旗招展，好不威风	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.WINTER_FOOD6 = 直接放进嘴里！	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.PIGSY.MYTH_RHINO_DESK = 好呀，这倒也是一计~	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.WALL_RUINS_2 = 一段古老的墙。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.MINOTAUR = 那家伙看起来不太高兴。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.OCEANFISHINGBOBBER_GOOSE = 你要完了，鱼！	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.WILSON.GENERIC = 你好，大科学家是吗？	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.ACTIONFAIL.BATHBOMB.ALREADY_BOMBED = 别浪费沐浴球。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.WINONA_BATTERY_HIGH.BURNING = 熊熊烈火！	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.DUSTMOTH = 真是些整齐的小家伙，不是吗？	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.HOUND = 滚开，你只是条畜生！	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.GUITAR_JADEHARE.NOCOST = 没精力继续弹了。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.ACTIONFAIL.REPLATE.MISMATCH = 它需要另一种碟子。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.WILLOW.DESCRIBE.ARMOR_PILL = 好好补一补奴家的筋骨。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.SPIDER_WARRIOR.GENERIC = 你看起来有几分凶恶。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.GUITAR_JADEHARE.GENERIC = 这是嫦娥姐姐借给我的，羡慕吧！	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.ACTIONFAIL.ROW_FAIL.BAD_TIMING0 = 太快了！	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.PEACH_BANQUET = 每次蟠桃会嫦娥姐姐都会带我去。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.STINGER = 看起来很尖锐！	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.FOSSIL_STALKER.FUNNY = 直觉告诉妾身这有点不对。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.CARNIVALGAME_MEMORY_CARD.GENERIC = 这是一扇小活门。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.CROW.GENERIC = 倦倚阑干小院东，织网惊雀堕虚空！	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.PIGSY_RAKE = 耙子倒是好东西，人嘛...	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.ANNOUNCE_SOAKED = 老范，现在好了我也是溺死鬼了。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.LAVAE_EGG_CRACKED.COLD = 妾身觉得蛋不够热。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.WHITE_BONE.DESCRIBE.PIGSY = 要来碗素斋吗？	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.DECIDUOUSTREE.GENERIC = 阔叶纷纷，枝丫满尘。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.WILLOW.DESCRIBE.MYTH_INTERIORS_BED = 不如让我躺在嶙峋白骨上休息一会	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.NEZA.DESCRIBE.YJ_SPEAR = 斩妖除魔三尖锐，降龙伏虎两刃刀	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.PERDFAN = 非常大。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.STEERINGWHEEL_ITEM = 它能做成方向舵。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.PEACH = 坠入凡间的仙种	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.ANNOUNCE_DETACH_BUFF_SLEEPRESISTANCE = 妾身……（哈欠）要睡了……	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.HEAT_RESISTANT_PILL = 诸火辟易	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.BONE_PET = 魂已归去，骨何长存？	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.SISTURN.SOME_FLOWERS = 多拿些花来应该就可以了。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.PENNANT_COMMISSIONER = 是谁，在迷雾中前来	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.FLY_PILL = 乘雾腾云	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.ACTIONFAIL.COMPARE_WEIGHABLE.OVERSIZEDVEGGIES_TOO_SMALL = 还不够沉。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.MYTH_CHANG_E = 嫦娥姐姐我回来啦！	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.ATRIUM_OVERGROWTH = 这些符号妾身一个都不认得。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.NEZA.DESCRIBE.MYTH_INTERIORS_LIGHT = 啊~ 一盏似乎有法力的油灯	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.PIGSY.DESCRIBE.MYTH_LOTUSLEAF_HAT = 翠幕如盖遮奴颜	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.WILLOW.DESCRIBE.KAM_LAN_CASSOCK = 这可不是一般的袈裟。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.ANNOUNCE_HUNGRY = 百虫为食，腹常苦饥！	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.NEZA = 三太子要去哪呀！	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.SPIDERGLAND = 这是哪位儿郎于妾身的贡品。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.SOIL_AMENDER.SPOILED = 那股令人作呕的味道！	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YANGJIAN.DESCRIBE.MYTH_REDLANTERN = 若不是此间夜晚鬼魅横行，我才不需要灯笼	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.PIGSY.DESCRIBE.MYTH_FOOD_HSY = 哪吒再要一份加麻加辣的	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.NEZA.DESCRIBE.BOOKINFO_MYTH = 余烬暗燃，书香隐现	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.ATRIUM_LIGHT.OFF = 它必须有动力来源。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.DRIFTWOOD_TREE.CHOPPED = 可能还有东西值得挖一挖。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.WES.GENERIC = 你好，%s！	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.WALTER.FIRESTARTER = 那个看起来可不像是营火，%s。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YANGJIAN.DESCRIBE.MYTH_INTERIORS_LIGHT = 啊~ 一盏似乎有法力的油灯	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.YOTC_CARRAT_GYM_REACTION.RAT = 对象的反应时间正在稳步提高！	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YANGJIAN.DESCRIBE.MYTH_TREASURE_BOWL = 只是一场交易罢了	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.PEPPER = 好一个火辣辣的辣椒。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YANGJIAN.DESCRIBE.NINA_BELL = 蠢钝愚兽，可惜难以炼化	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.ACTIONFAIL.GIVETOPLAYER.FULL = 你的口袋太满了！	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.WILLOW.DESCRIBE.MYTH_FOOD_ZPD = 人间珍品，赛似阿胶	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.MOONDIAL.GLASSED = 未找到	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YANGJIAN.DESCRIBE.MYTH_BBN = 贴身携带的宝贝	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YANGJIAN.DESCRIBE.LAOZI = 不好，速速遁走！	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.ANNOUNCE_CARRAT_ERROR_WRONG_WAY.1 = 不，不！方向错了！	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YANGJIAN.DESCRIBE.HAT_COMMISSIONER_WHITE = 妾本一孤魄，元神与魂连	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.HONEYNUGGETS = 味道像鸡肉，但妾身觉得不是鸡肉。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YANGJIAN.DESCRIBE.HUA_INTERNET_NODE = 我行如风，不为所阻	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YANGJIAN.DESCRIBE.PEACH = 些许仙灵之气，不足为惜	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YANGJIAN.DESCRIBE.BLACKBEAR = 不如我们做个交易吧~袈裟归你唐僧归我~	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.LIGHTBULB = 奇怪，看起来就很好吃。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.WOODIE.REVIVER = %s救下了。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YANGJIAN.DESCRIBE.MYTH_IRON_BROADSWORD = 啊，这可杀不死我	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.GRASS_UMBRELLA = 妾身的头发湿的时候很好看...问题出在干的时候。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.GLASSSPIKE = 我还没有被刺穿时的记忆。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.CARNIVAL_PRIZETICKET.GENERIC_LARGESTACK = 好多的奖票啊！	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.MYTH_HIGANBANA_ITEM = 花与叶间了无缘	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.NEZA.DESCRIBE.MYTH_YAMA_STATUE4 = 避之！避之！速速遁去！	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.WINONA_SPOTLIGHT.OFF = 没有动力。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YANGJIAN.DESCRIBE.COMMISSIONER_MPT = 我的苦痛与不甘，岂能被你洗去	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.ATRIUM_RUBBLE.LINE_3 = 有黑暗的东西悄悄逼近这座城市和城里的人。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.LIFEINJECTOR = 它可以修补肉体的损伤！	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.DECIDUOUSTREE.CHOPPED = 斧斤以时入山林	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YANGJIAN.DESCRIBE.YANGJIAN_HAIR = 这神将冠冕倒也英俊	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YANGJIAN.DESCRIBE.MYTH_MOONCAKE_BOX = 看我用癞蛤蟆变点素斋填满它	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YANGJIAN.DESCRIBE.MADAMEWEB_BEE = 好生毒辣	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.SPORE_TALL.HELD = 妾身要在口袋里装一点光。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YANGJIAN.DESCRIBE.SKYHOUND = 这不是二郎神的哮天犬吗？看来我得小心了。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.WINONA_BATTERY_HIGH.OFF = 科学每次都能战胜魔法。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.ROCK_AVOCADO_BUSH.GENERIC = 是月亮上来的灌木！	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YANGJIAN.DESCRIBE.WB_HEART = 紫色点绛画皮唇	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YANGJIAN.DESCRIBE.MYTH_ZONGZI_ITEM2 = 不过凡俗，少许肉末尔尔	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.WHITE_BONE.DESCRIBE.LAOZI_QINGNIU = 俯首卑微，甘为坐骑	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.ANNOUNCE_ROYALTY.2 = 你好小蜜蜂。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YANGJIAN.DESCRIBE.YJ_SPEAR = 斩妖除魔三尖锐，降龙伏虎两刃刀	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YANGJIAN.DESCRIBE.BANANAFAN_BIG = 好一把法力高强的宝扇	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.WILLOW.DESCRIBE.FLY_PILL = 飞腾之术，小道尔尔。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.ANNOUNCE_WEIGHT_HEAVY = 重量: {weight}
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YANGJIAN.DESCRIBE.DUST_RESISTANT_PILL = 尘归尘，土归土，难入轮回谁作主	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.WINTERHAT = 冬天来的时候，它能派上大用场。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.ABIGAIL.LEVEL2.1 = 噢，她有一个可爱的小蝴蝶结。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YANGJIAN.DESCRIBE.BONE_PET = 服从我！	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.TELEPORTATO_CRANK = 结实到足以应付最危险的实验。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YANGJIAN.DESCRIBE.MYTH_INTERIORS_GZ = 不过是一些山水画	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YANGJIAN.DESCRIBE.PILL_BOTTLE_GOURD = 仙丹一粒，百年匆匆	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YANGJIAN.DESCRIBE.MYTH_LOTUS_FLOWER = 奴面不若花面好	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.ANNOUNCE_PLANT_RESEARCHED.1 = 妾身现在更会照顾这些小苗了！	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.FARMPLOT.NEEDSFERTILIZER = 应该需要施肥。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YANGJIAN.DESCRIBE.BIGPEACH = 哪怕十不足一，我也能功力大增！	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YANGJIAN.DESCRIBE.LOTUS_FLOWER = 花若美人装，叶翠醉霓裳。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.WORM.PLANT = 我觉得挺安全。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.POTATOSOUFFLE = 妾身都忘记了可口的饭菜是什么味道！	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YANGJIAN.DESCRIBE.PEACH_WINE = 酒阑歌罢玉尊空。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YANGJIAN.DESCRIBE.MYTH_BANANA_TREE = 秋风吹过也染碧	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.HEATROCK.GENERIC = 我可以控制它的温度。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.ACTIONFAIL.GIVE.SLOTFULL = 我们已经把一些东西放在那里了。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.CHESTER_EYEBONE.GENERIC = 它在看着妾身。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.MOON_ALTAR_GLASS = 它不想待在地上。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YANGJIAN.DESCRIBE.BONE_WHIP = 鞭响四野起风云，斥敌完肤血淋漓	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.EGGPLANT = 它看起来不像一颗蛋。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.PEPPER_COOKED = 本来就是辣的。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YANGJIAN.DESCRIBE.MYTH_FOOD_LXQ = 这倒比生食多了些趣味。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YANGJIAN.DESCRIBE.MYTH_YUTU = 不归是一人得道，鸡犬升天	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.TWIGGY_NUT_SAPLING = 它生长不需要任何助力。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YANGJIAN.DESCRIBE.MYTH_FOOD_ZPD = 人间珍品，赛似阿胶	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YANGJIAN.DESCRIBE.PIGSY = 要来碗素斋吗？	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.MAST_MALBATROSS_ITEM = 它比看上去还轻。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.HOUNDCORPSE.GENERIC = 这味道不是我闻过最好闻的。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.WHITE_BONE.DESCRIBE.WHIP_COMMISSIONER = 那莫不是专拿鬼魂的勾魂锁	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YANGJIAN.DESCRIBE.YANGJIAN_ARMOR = 清寒至极，不敢妄近	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.TRINKET_4 = 它一定是某种宗教物品。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.ARMORRUINS = 它轻得古怪。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.PLANTMEAT_COOKED = 至少它现在是热的。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.EGGPLANT_COOKED = 现在的它更不像蛋了。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.TROPHYSCALE_FISH.GENERIC = 来瞻仰我今天的海钓成绩吧！	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.PIGSY.DESCRIBE.NZ_LANCE = 锋锐的刀锋	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YANGJIAN.DESCRIBE.BANANAFAN = 好宝贝	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.WATERPLANT = 只要我们不拿它们的藤壶，它们就会跟我们做朋友。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.ACTIONFAIL.COOK.INUSE = 好像你跟妾身有一样的想法。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.WILLOW.DESCRIBE.YJ_SPEAR = 斩妖除魔三尖锐，降龙伏虎两刃刀	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.DEPLETED_GRASS.GENERIC = 可能是一丛草。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.ACTIONFAIL.GIVE_TACKLESKETCH.DUPLICATE = 不对，不对。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.PLANTREGISTRYHAT = 要了解植物，就必须戴上植物。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YANGJIAN.DESCRIBE.MK_BATTLE_FLAG_ITEM = 搬回去立在我的洞府里	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YANGJIAN.DESCRIBE.BONE_WAND = 法杖秘奇，镂象龙螭。文犀饰首，错乱珠明	
